Transaction_ID,Transaction_Timestamp,Customer_ID,Date_of_Birth,Gender,Sector,Store_or_Service_ID,Store_Type,Payment_Method,Card_Type,Card_Category,Wallet_Provider,Transaction_Amount_GBP,Payment_Status,Transaction_Channel,Government_Service,Crypto_Type,Spending_Limit_Used,Customer_Segment,Store_or_Service_Name,Device_Type,Promo_Code,App_Version,Merchant_Category_Code,Location
T07807,24-02-2024 17:23:34,000119,19-10-1994,Female,Retail,DailyGrocer,Trial,Card,Mastercard,Credit,None,2.42,Successful,Online,No,None,No,Low,DailyGrocer,Computer,NONE,3.1.0,329,Westhaven
T07808,04-02-2024 01:33:08,000797,08-01-1995,Male,Telecom,SparkMobile,Trial,QR_Payment,None,None,None,164.48,Successful,In_App,No,None,No,High,SparkMobile,Mobile,NONE,2.2.0,165,Eastmoor
T07809,02-09-2025 18:25:12,001886,25-04-1964,Male,Government Services,Health Department,Trial,Digital_Wallet,None,None,Revolut,216.86,Successful,In_App,Yes,None,No,Low,Health Department,Mobile,NONE,3.2.1,126,Johnsville
T07810,06-01-2025 14:59:30,001300,20-04-1999,Female,Government Services,Public Transport Hub,Control,Card,Amex,Prepaid,None,178.08,Successful,In_Store,Yes,None,No,High,Public Transport Hub,Computer,NONE,1.0.0,387,Riverton
T07811,09-12-2024 13:24:07,001654,06-11-1987,Male,Retail,SparkleJewels,Control,QR_Payment,None,None,None,246.48,Successful,In_App,No,None,No,High,SparkleJewels,Laptop,WINTER25,1.1.0,279,Black Lake
T07812,06-02-2024 06:38:59,000571,23-11-1966,Female,Government Services,Urban Planning Office,Control,Card,Mastercard,Prepaid,None,88.99,Successful,In_Store,Yes,None,No,High,Urban Planning Office,Computer,SUMMER24,3.0.0,437,Stonebridge
T07813,28-01-2025 14:17:38,001484,02-06-1996,Female,Retail,GreenGrocers,Control,Virtual_Card,None,None,None,410.56,Successful,In_App,No,None,No,Low,GreenGrocers,Computer,SUMMER24,1.0.0,253,Westhaven
T07814,02-02-2025 02:06:06,001262,21-11-1953,Female,Retail,DailyGrocer,Trial,QR_Payment,None,None,None,166.9,Successful,In_App,No,None,No,Medium,DailyGrocer,Mobile,NONE,3.2.1,440,Johnsville
T07815,07-05-2024 19:36:24,000047,09-03-1998,Male,Retail,GreenGrocers,Trial,QR_Payment,None,None,None,254.49,Successful,In_App,No,None,No,High,GreenGrocers,Computer,NONE,3.1.0,535,Oakridge
T07816,12-04-2024 09:42:22,001820,23-09-1969,Female,Retail,FastFuel,Control,Digital_Wallet,None,None,Wish,436.33,Successful,Online,No,None,No,Low,FastFuel,Computer,NONE,3.0.0,136,Westhaven
T07817,04-01-2025 07:15:09,001152,13-07-1975,Female,Government Services,Citizens Service Center,Control,Cryptocurrency,None,None,None,143.14,Successful,In_Store,Yes,Other,No,Medium,Citizens Service Center,Laptop,NONE,2.2.0,949,Westhaven
T07818,24-07-2025 08:07:34,001122,02-03-1976,Male,Government Services,Urban Planning Office,Control,Virtual_Card,None,None,None,433.63,Successful,Online,Yes,None,No,Medium,Urban Planning Office,Computer,WINTER25,3.1.0,484,Westhaven
T07819,24-07-2024 05:15:30,001641,26-09-2002,Female,Retail,TrendyWear,Control,Digital_Wallet,None,None,PayPal,123.77,Successful,In_Store,No,None,No,High,TrendyWear,POS_Terminal,WINTER25,3.2.1,229,Eastmoor
T07820,27-11-2024 17:46:31,000365,15-12-1966,Prefer not to say,Government Services,Fire & Safety Department,Control,Cryptocurrency,None,None,None,364.01,Successful,Online,Yes,Ethereum,No,Medium,Fire & Safety Department,Laptop,WINTER25,2.1.0,140,Riverton
T07821,04-05-2025 10:26:17,000186,15-04-2004,Female,Retail,QuickShop,Control,Card,Mastercard,Debit,None,241.1,Successful,In_Store,No,None,No,Low,QuickShop,Laptop,SUMMER24,1.2.0,667,Eastmoor
T07822,02-12-2024 10:33:02,000226,04-09-1977,Male,Entertainment,PlayZone Arcade,Control,QR_Payment,None,None,None,91.91,Successful,In_Store,No,None,No,Medium,PlayZone Arcade,Mobile,SUMMER24,3.2.1,594,Eastmoor
T07823,17-06-2025 19:04:03,000583,04-10-1958,Male,Government Services,Tax Office,Trial,Digital_Wallet,None,None,Revolut,90.72,Successful,In_Store,Yes,None,No,Medium,Tax Office,Computer,WINTER25,1.2.0,692,Riverton
T07824,27-04-2024 10:07:53,000263,28-06-1957,Female,Government Services,Tax Office,Control,QR_Payment,None,None,None,64.12,Successful,Online,Yes,None,No,Low,Tax Office,Laptop,WINTER25,3.1.0,364,Riverton
T07825,12-09-2025 17:31:03,000313,11-11-1948,Female,Government Services,Citizens Service Center,Control,Cryptocurrency,None,None,None,212.08,Successful,Online,Yes,Bitcoin,No,Medium,Citizens Service Center,POS_Terminal,WINTER25,3.2.1,864,Johnsville
T07826,12-12-2024 08:44:36,001557,06-10-1949,Male,Government Services,Metro Transit,Trial,Card,Mastercard,Credit,None,443.2,Successful,In_Store,Yes,None,No,Medium,Metro Transit,Laptop,WINTER25,1.0.0,878,Eastmoor
T07827,27-11-2024 14:33:10,000112,14-02-1971,Male,Entertainment,PlayZone Arcade,Control,Cryptocurrency,None,None,None,235.69,Successful,Online,No,Bitcoin,No,Medium,PlayZone Arcade,Computer,NONE,3.1.0,831,Riverton
T07828,25-06-2025 20:30:31,001074,20-09-2006,Female,Retail,TrendyWear,Control,Virtual_Card,None,None,None,359.12,Successful,In_Store,No,None,No,Low,TrendyWear,Laptop,NONE,1.1.0,919,Black Lake
T07829,25-05-2025 13:52:57,001795,24-05-1976,Female,Government Services,Social Services Center,Control,Card,Amex,Prepaid,None,328.3,Successful,In_Store,Yes,None,No,Medium,Social Services Center,POS_Terminal,SUMMER24,2.2.0,480,Brandybrug
T07830,28-06-2024 00:29:56,000192,13-10-1974,Male,Retail,HomeNeeds,Trial,QR_Payment,None,None,None,258.96,Successful,In_App,No,None,No,Medium,HomeNeeds,Laptop,WINTER25,3.2.1,942,Riverton
T07831,15-01-2024 16:37:18,000480,28-04-2004,Male,Government Services,Public Transport Hub,Control,Card,Mastercard,Debit,None,403.65,Successful,In_Store,Yes,None,No,High,Public Transport Hub,POS_Terminal,NONE,1.0.0,208,Black Lake
T07832,01-03-2024 21:53:47,000832,21-09-1972,Male,Government Services,Public Library,Trial,Cryptocurrency,None,None,None,1.58,Successful,In_App,Yes,Bitcoin,No,Medium,Public Library,Laptop,SUMMER24,3.2.1,742,Fairview
T07833,18-06-2024 08:06:39,001861,24-04-1983,Male,Retail,CityBakery,Control,Card,Mastercard,Credit,None,95.92,Successful,Online,No,None,No,Low,CityBakery,Computer,WINTER25,,173,Kingsport
T07834,18-11-2025 04:18:55,000312,17-02-1981,Female,Retail,TechWorld Electronics,Control,Card,Mastercard,Credit,None,78.05,Successful,In_Store,No,None,No,,TechWorld Electronics,Laptop,NONE,2.1.0,803,Brandybrug
T07835,23-03-2024 03:42:15,001876,13-07-1990,Male,Retail,MegaGadgets,Control,Card,Amex,Credit,None,160.94,Successful,Online,No,None,No,Low,MegaGadgets,Laptop,SUMMER24,1.2.0,650,Kingsport
T07836,11-03-2024 00:40:55,001638,25-12-1991,Male,Retail,GreenGrocers,Control,Digital_Wallet,None,None,Revolut,240.22,Successful,In_App,No,None,No,Medium,GreenGrocers,Computer,NONE,2.2.0,929,Fairview
T07837,23-09-2025 06:40:55,000372,14-09-2005,Female,Retail,GreenGrocers,Trial,Digital_Wallet,None,None,Revolut,83.0,Successful,In_App,No,None,No,Medium,GreenGrocers,POS_Terminal,WINTER25,2.2.0,583,Stonebridge
T07838,14-05-2024 11:02:06,000615,22-11-1961,Male,Government Services,Local Government Office,Control,Cryptocurrency,None,None,None,311.9,Successful,In_Store,Yes,Other,No,Medium,Local Government Office,Mobile,NONE,3.1.0,435,Brandybrug
T07839,07-02-2025 01:13:53,001150,03-04-1969,Male,Government Services,City Council Office,Control,Digital_Wallet,None,None,Wish,62.55,Successful,Online,Yes,None,No,High,City Council Office,Laptop,WINTER25,1.2.0,375,Riverton
T07840,25-02-2025 19:18:44,000733,19-09-1948,Female,Telecom,Connect Telecom,Trial,QR_Payment,None,None,None,411.97,Successful,Online,No,None,No,Medium,Connect Telecom,Mobile,WINTER25,3.1.0,234,Black Lake
T07841,02-03-2025 10:17:36,000471,03-04-1974,Male,Government Services,Tax Office,Control,Cryptocurrency,None,None,None,345.01,Successful,In_App,Yes,,No,Low,Tax Office,Mobile,NONE,1.0.0,633,Stonebridge
T07842,12-05-2024 18:18:24,001807,19-06-1982,Male,Retail,StyleCorner,Control,QR_Payment,None,None,None,304.87,Successful,In_Store,No,None,No,Medium,StyleCorner,Computer,SUMMER24,3.0.0,547,Fairview
T07843,12-10-2025 13:28:53,000527,25-06-2000,Male,Telecom,Connect Telecom,Control,Card,Mastercard,Debit,None,190.62,Successful,Online,No,None,No,Low,Connect Telecom,POS_Terminal,WINTER25,2.2.0,702,Eastmoor
T07844,06-06-2024 12:16:10,001136,11-10-1983,Male,Retail,BookNest,Trial,Virtual_Card,None,None,None,57.73,Successful,In_Store,No,None,Yes,Low,BookNest,Computer,NONE,1.1.0,447,Riverton
T07845,04-05-2025 07:16:17,001868,23-11-1975,Female,Government Services,Tax Office,Control,Digital_Wallet,None,None,Wish,476.96,Successful,In_App,Yes,None,No,Medium,Tax Office,POS_Terminal,NONE,3.1.0,457,Eastmoor
T07846,09-02-2025 15:53:22,000601,09-08-1971,Male,Retail,GlobalMart,Control,Virtual_Card,None,None,None,285.11,Successful,Online,No,None,No,Low,GlobalMart,POS_Terminal,NONE,3.0.0,541,Johnsville
T07847,05-04-2024 05:39:44,001878,25-01-2005,Male,Government Services,DMV Office,Trial,Virtual_Card,None,None,None,380.14,Successful,Online,Yes,None,No,High,DMV Office,Computer,NONE,3.2.1,867,Stonebridge
T07848,11-10-2024 04:45:37,001508,16-08-1983,Female,Government Services,DMV Office,Trial,QR_Payment,None,None,None,354.16,Successful,In_Store,Yes,None,No,Low,DMV Office,POS_Terminal,SUMMER24,3.2.1,557,Brandybrug
T07849,05-12-2025 07:39:10,001072,28-03-1960,Male,Government Services,Transport Authority,Trial,Card,Visa,Debit,None,234.8,Successful,In_Store,Yes,None,No,Low,Transport Authority,POS_Terminal,WINTER25,2.2.0,775,Kingsport
T07850,26-01-2024 20:28:31,000734,25-02-1962,Male,Retail,TechStore,Trial,Digital_Wallet,None,None,PayPal,467.45,Successful,In_Store,No,None,No,High,TechStore,Mobile,NONE,3.1.0,311,Brandybrug
T07851,24-11-2025 15:48:49,001103,17-06-1963,Female,Government Services,Local Government Office,Control,Virtual_Card,None,None,None,442.22,Successful,In_Store,Yes,None,No,Low,Local Government Office,Mobile,NONE,1.0.0,458,Eastmoor
T07852,02-02-2025 06:38:50,000032,02-04-1983,Male,Retail,UrbanBites,Control,QR_Payment,None,None,None,210.46,Successful,Online,No,None,No,Medium,UrbanBites,Laptop,SUMMER24,2.1.0,827,Black Lake
T07853,24-10-2025 02:04:52,001749,21-06-1956,Female,Government Services,Fire & Safety Department,Trial,Virtual_Card,None,None,None,351.46,Successful,Online,Yes,None,Yes,Medium,Fire & Safety Department,Computer,NONE,2.1.0,864,Brandybrug
T07854,30-06-2024 00:41:12,001957,17-02-1950,Female,Government Services,Urban Planning Office,Control,QR_Payment,None,None,None,380.77,Successful,In_Store,Yes,None,No,Medium,Urban Planning Office,Laptop,WINTER25,,878,Eastmoor
T07855,24-01-2025 12:53:31,001205,16-02-1996,Female,Retail,FastFuel,Control,Card,Amex,Prepaid,None,381.56,Successful,In_App,No,None,No,Low,FastFuel,Laptop,,3.0.0,448,Kingsport
T07856,25-12-2025 21:42:58,001001,28-06-1991,Male,Retail,FashionPoint,Trial,Card,Visa,Prepaid,None,43.04,Successful,Online,No,None,No,Low,FashionPoint,Computer,SUMMER24,1.0.0,965,Johnsville
T07857,24-11-2024 05:41:09,001569,24-03-1967,Female,Government Services,Local Government Office,Control,Digital_Wallet,None,None,Revolut,259.58,Successful,In_App,Yes,None,No,Low,Local Government Office,Mobile,WINTER25,3.0.0,120,Black Lake
T07858,18-04-2024 19:24:16,000646,11-04-1997,Male,Entertainment,PlayZone Arcade,Trial,Cryptocurrency,None,None,None,421.0,Successful,In_Store,No,Ethereum,No,High,PlayZone Arcade,Computer,SUMMER24,2.0.0,762,Kingsport
T07859,25-08-2024 20:39:24,001269,03-09-1960,Female,Retail,ActiveGear,Control,Cryptocurrency,None,None,None,364.5,Successful,In_Store,No,Ethereum,No,Low,ActiveGear,Computer,SUMMER24,1.1.0,562,Westhaven
T07860,15-08-2024 15:09:54,001955,14-07-1962,Female,Telecom,ConnectStore,Control,Digital_Wallet,None,None,Revolut,137.33,Successful,In_Store,No,None,No,Low,ConnectStore,Laptop,WINTER25,2.0.0,838,Black Lake
T07861,03-09-2024 02:12:47,001611,01-06-1950,Male,Retail,BrightBooks,Control,Card,Visa,Debit,None,184.81,Successful,Online,No,None,No,Medium,BrightBooks,POS_Terminal,NONE,2.1.0,107,Black Lake
T07862,11-03-2025 10:48:16,001223,19-08-1954,Male,Government Services,Tax Office,Trial,Virtual_Card,None,None,None,161.58,Successful,In_Store,Yes,None,No,Medium,Tax Office,POS_Terminal,NONE,1.0.0,502,Stonebridge
T07863,25-11-2024 18:57:30,001578,28-04-1960,Male,Retail,TrendyWear,Trial,Virtual_Card,None,None,None,97.87,Successful,In_App,No,None,No,Medium,TrendyWear,Computer,SUMMER24,1.2.0,588,Oakridge
T07864,07-12-2024 07:52:23,001314,13-08-1974,Male,Government Services,Public Transport Hub,Trial,Virtual_Card,None,None,None,381.75,Successful,Online,Yes,None,Yes,Medium,Public Transport Hub,Computer,NONE,1.1.0,559,Westhaven
T07865,01-12-2025 18:31:27,001756,10-08-1962,Female,Retail,BookNest,Control,Cryptocurrency,None,None,None,451.18,Successful,In_Store,No,Ethereum,No,Low,BookNest,Mobile,SUMMER24,3.0.0,487,Johnsville
T07866,10-01-2025 15:44:36,000494,05-05-1997,Male,Government Services,Metro Transit,Trial,Virtual_Card,None,None,None,89.91,Successful,Online,Yes,None,No,Low,Metro Transit,Mobile,WINTER25,2.0.0,200,Riverton
T07867,09-11-2025 19:25:31,001874,10-05-1975,Female,Retail,SuperMart,Control,Virtual_Card,None,None,None,473.83,Successful,In_App,No,None,Yes,High,SuperMart,Mobile,NONE,1.0.0,257,Black Lake
T07868,16-08-2025 14:40:50,000320,27-03-1997,Male,Government Services,Metro Transit,Control,QR_Payment,None,None,None,304.01,Successful,In_App,Yes,None,No,Medium,Metro Transit,Mobile,NONE,3.0.0,184,Oakridge
T07869,25-06-2024 23:32:55,001701,21-09-1975,Female,Retail,FashionHub,Trial,Cryptocurrency,None,None,None,87.72,Successful,In_Store,No,Ethereum,No,Low,FashionHub,Mobile,NONE,2.0.0,263,Oakridge
T07870,11-12-2025 16:05:01,000526,04-06-1984,Male,Government Services,Citizens Service Center,Trial,Card,Mastercard,Prepaid,None,422.36,Successful,In_App,Yes,None,No,High,Citizens Service Center,Laptop,SUMMER24,2.0.0,274,Kingsport
T07871,01-09-2025 04:55:02,000215,24-10-1950,Female,Government Services,Municipal Services Office,Control,Card,Visa,Prepaid,None,26.82,Successful,Online,Yes,None,No,High,Municipal Services Office,Laptop,WINTER25,1.1.0,526,Eastmoor
T07872,13-06-2024 01:45:07,001740,27-01-1987,Male,Government Services,DMV Office,Control,QR_Payment,None,None,None,106.29,Successful,In_App,Yes,None,No,Medium,DMV Office,Laptop,NONE,1.1.0,119,Riverton
T07873,13-10-2024 18:09:20,001110,09-02-1975,Female,Government Services,DMV Office,Control,Cryptocurrency,None,None,None,36.34,Successful,In_Store,Yes,Bitcoin,No,Low,DMV Office,Laptop,SUMMER24,1.0.0,996,Eastmoor
T07874,11-02-2024 19:55:59,001532,14-06-1952,Female,Government Services,City Council Office,Control,Virtual_Card,None,None,None,102.0,Successful,In_App,Yes,None,Yes,Medium,City Council Office,Mobile,NONE,2.1.0,413,Black Lake
T07875,03-07-2025 22:34:09,000616,21-10-1945,Male,Retail,GadgetHouse,Control,Card,Mastercard,Debit,None,180.18,Successful,In_App,No,None,No,Low,GadgetHouse,Mobile,WINTER25,2.2.0,784,Riverton
T07876,08-03-2025 10:21:05,000769,09-05-1985,Female,Government Services,Public Transport Hub,Control,QR_Payment,None,None,None,72.76,Successful,In_App,Yes,None,No,High,Public Transport Hub,POS_Terminal,WINTER25,1.0.0,586,Brandybrug
T07877,11-08-2025 09:45:01,001447,06-06-1988,Female,Retail,GadgetHouse,Trial,Digital_Wallet,None,None,Revolut,54.82,Successful,Online,No,None,No,Medium,GadgetHouse,POS_Terminal,SUMMER24,3.2.1,627,Kingsport
T07878,31-07-2024 21:03:11,001102,10-01-1992,Female,Retail,HomeNeeds,Control,Virtual_Card,None,None,None,110.79,Successful,Online,No,None,No,Low,HomeNeeds,Computer,NONE,1.0.0,638,Johnsville
T07879,09-02-2024 08:28:44,001977,27-11-1956,Male,Retail,FreshFoods,Control,Digital_Wallet,None,None,PayPal,469.35,Successful,Online,No,None,No,Low,FreshFoods,Laptop,SUMMER24,3.0.0,184,Fairview
T07880,29-07-2025 08:43:10,000499,27-02-1948,Female,Government Services,Municipal Services Office,Trial,Digital_Wallet,None,None,PayPal,223.37,Successful,Online,Yes,None,No,Medium,Municipal Services Office,POS_Terminal,WINTER25,3.1.0,312,Fairview
T07881,24-07-2025 08:10:58,000653,18-12-1969,Female,Government Services,Social Services Center,Control,Card,Amex,Prepaid,None,373.3,Successful,In_Store,Yes,None,No,Low,Social Services Center,Mobile,NONE,3.1.0,370,Kingsport
T07882,24-02-2024 22:41:10,001501,21-05-2003,Female,Retail,QuickCafe,Control,Virtual_Card,None,None,None,360.26,Successful,Online,No,None,Yes,Medium,QuickCafe,Computer,WINTER25,3.0.0,547,Brandybrug
T07883,26-04-2025 15:55:16,001052,21-03-1985,Female,Retail,CineMax,Control,Cryptocurrency,None,None,None,256.19,Successful,Online,No,Ethereum,No,Medium,CineMax,Computer,NONE,2.1.0,296,Kingsport
T07884,07-05-2025 06:43:27,000191,11-08-1992,Female,Retail,QuickShop,Control,QR_Payment,None,None,None,32.03,Successful,In_App,No,None,No,High,QuickShop,Mobile,SUMMER24,1.1.0,717,Eastmoor
T07885,17-01-2024 13:11:53,000714,04-05-1984,Male,Government Services,City Council Office,Trial,Virtual_Card,None,None,None,301.23,Successful,Online,Yes,None,Yes,Low,City Council Office,Mobile,NONE,3.2.1,879,Kingsport
T07886,02-09-2025 04:01:44,000542,13-06-1975,Male,Government Services,Public Records Office,Control,QR_Payment,None,None,None,398.43,Successful,In_App,Yes,None,No,Medium,Public Records Office,Laptop,WINTER25,2.2.0,237,Eastmoor
T07887,05-08-2024 10:52:39,000438,28-03-2007,Female,Retail,GameSphere,Control,Virtual_Card,None,None,None,64.54,Successful,In_Store,No,None,Yes,Low,GameSphere,Laptop,NONE,2.2.0,493,Fairview
T07888,10-12-2025 16:35:23,000176,02-09-1995,Male,Retail,SuperMart,Trial,Digital_Wallet,None,None,Revolut,361.57,Successful,In_Store,No,None,No,Low,SuperMart,Mobile,WINTER25,2.1.0,401,Westhaven
T07889,27-04-2025 03:40:43,001463,20-04-1987,Female,Government Services,Social Services Center,Control,Cryptocurrency,None,None,None,349.28,Successful,In_App,Yes,Bitcoin,No,Low,Social Services Center,Mobile,SUMMER24,1.2.0,120,Oakridge
T07890,09-06-2024 00:55:46,001054,07-11-1950,Prefer not to say,Retail,ActiveGear,Control,Card,Visa,Debit,None,452.04,Successful,In_App,No,None,No,Low,ActiveGear,POS_Terminal,SUMMER24,1.1.0,966,Stonebridge
T07891,23-08-2025 13:40:41,001630,02-12-1957,Female,Government Services,Local Government Office,Control,Card,Amex,Credit,None,336.53,Successful,In_Store,Yes,None,No,Low,Local Government Office,Computer,SUMMER24,2.0.0,742,Stonebridge
T07892,18-09-2025 14:12:36,000437,15-05-1986,Prefer not to say,Retail,DailyGrocer,Control,Virtual_Card,None,None,None,284.45,Successful,Online,No,None,Yes,Medium,DailyGrocer,Mobile,SUMMER24,2.1.0,756,Johnsville
T07893,14-03-2024 01:56:10,000196,28-02-1986,Female,Government Services,Municipal Services Office,Trial,Cryptocurrency,None,None,None,336.25,Successful,In_Store,Yes,Ethereum,No,Low,Municipal Services Office,Mobile,NONE,2.2.0,521,Westhaven
T07894,13-04-2025 09:29:19,001849,18-06-1985,Female,Government Services,Health Department,Control,QR_Payment,None,None,None,252.68,Successful,In_App,Yes,None,No,Medium,Health Department,Computer,NONE,1.0.0,610,Fairview
T07895,30-10-2024 05:17:46,000243,04-03-1976,Female,Retail,SparkleJewels,Control,Card,Mastercard,Credit,None,323.85,Successful,Online,No,None,No,Low,SparkleJewels,POS_Terminal,NONE,2.0.0,323,Kingsport
T07896,29-05-2025 01:53:04,000121,07-06-1992,Male,Telecom,SparkMobile,Control,Digital_Wallet,None,None,PayPal,443.16,Successful,Online,No,None,No,Low,SparkMobile,Laptop,SUMMER24,3.1.0,298,Stonebridge
T07897,29-02-2024 00:03:38,001015,03-02-1995,Male,Retail,ActiveGear,Control,QR_Payment,None,None,None,320.23,Successful,In_Store,No,None,No,Low,ActiveGear,Laptop,WINTER25,3.2.1,601,Kingsport
T07898,19-05-2025 23:05:49,000551,25-02-1954,Male,Retail,BrightBooks,Control,Card,Visa,Debit,None,382.4,Successful,In_App,No,None,No,Medium,BrightBooks,Computer,NONE,1.1.0,919,Stonebridge
T07899,14-08-2024 18:26:42,001853,20-11-1979,Male,Government Services,Water Board,Control,Cryptocurrency,None,None,None,340.13,Successful,In_App,Yes,Other,No,Low,Water Board,Mobile,WINTER25,3.0.0,815,Kingsport
T07900,20-07-2025 05:00:38,000038,01-06-1952,Female,Government Services,Local Government Office,Trial,QR_Payment,None,None,None,450.64,Successful,In_Store,Yes,None,No,Low,Local Government Office,Mobile,SUMMER24,2.0.0,599,Black Lake
T07901,17-03-2025 07:40:29,001303,22-01-1944,Male,Retail,TrendyWear,Control,Digital_Wallet,None,None,Revolut,70.55,Successful,In_App,No,None,No,Low,TrendyWear,Laptop,,2.2.0,579,Westhaven
T07902,26-08-2025 13:08:00,000863,22-05-1964,Male,Retail,QuickCafe,Control,QR_Payment,None,None,None,498.47,Successful,Online,No,None,No,Medium,QuickCafe,Computer,WINTER25,1.1.0,329,Stonebridge
T07903,19-07-2024 01:30:56,001612,28-07-1999,Female,Retail,CityBakery,Trial,Card,Visa,Debit,None,400.72,Successful,In_Store,No,None,No,Medium,CityBakery,Computer,NONE,2.2.0,243,Fairview
T07904,24-07-2025 13:56:51,001749,21-06-1956,Female,Government Services,Transport Authority,Control,Digital_Wallet,None,None,Revolut,317.48,Successful,In_App,Yes,None,No,Medium,Transport Authority,POS_Terminal,SUMMER24,1.1.0,416,Fairview
T07905,13-05-2024 05:01:33,000922,01-09-1990,Female,Retail,ActiveGear,Trial,Card,Visa,Prepaid,None,188.78,Successful,In_App,No,None,No,Medium,ActiveGear,Computer,NONE,1.2.0,619,Fairview
T07906,07-10-2025 19:29:54,000048,26-08-1953,Female,Retail,EliteElectronics,Control,Cryptocurrency,None,None,None,136.64,Successful,Online,No,Bitcoin,No,Medium,EliteElectronics,POS_Terminal,WINTER25,2.0.0,162,Kingsport
T07907,30-07-2024 23:42:06,001494,20-04-1995,Female,Telecom,ConnectStore,Control,Cryptocurrency,None,None,None,466.44,Successful,In_Store,No,Ethereum,No,Low,ConnectStore,POS_Terminal,WINTER25,1.1.0,986,Riverton
T07908,08-12-2024 14:47:59,000791,01-11-1946,Female,Retail,TechWorld Electronics,Control,Card,Visa,Prepaid,None,466.24,Successful,Online,No,None,No,Low,TechWorld Electronics,Mobile,SUMMER24,1.2.0,406,Eastmoor
T07909,23-02-2024 16:09:47,001979,12-10-1971,Male,Government Services,Citizens Service Center,Control,Card,Visa,Credit,None,306.75,Successful,Online,Yes,None,No,Medium,Citizens Service Center,Computer,NONE,2.0.0,318,Kingsport
T07910,19-06-2024 16:40:45,000820,05-02-1965,Female,Retail,FastFuel,Control,Cryptocurrency,None,None,None,143.88,Successful,Online,No,Other,No,Low,FastFuel,Laptop,NONE,1.1.0,758,Stonebridge
T07911,22-05-2024 22:35:32,001362,24-12-1945,Male,Retail,HomeNeeds,Control,Cryptocurrency,None,None,None,167.5,Successful,In_App,No,Other,No,Low,HomeNeeds,POS_Terminal,SUMMER24,2.1.0,825,Stonebridge
T07912,02-02-2025 04:52:05,001541,21-09-1946,Female,Government Services,Tax Office,Control,QR_Payment,None,None,None,396.98,Successful,In_App,Yes,None,No,Low,Tax Office,Computer,SUMMER24,3.2.1,657,Brandybrug
T07913,05-09-2024 01:01:09,001540,27-07-1994,Female,Retail,GameSphere,Control,Digital_Wallet,None,None,PayPal,480.99,Successful,In_Store,No,None,No,Low,GameSphere,POS_Terminal,WINTER25,3.2.1,142,Fairview
T07914,29-12-2025 12:50:05,000318,12-04-2004,Female,Retail,FreshFoods,Control,Digital_Wallet,None,None,Revolut,172.91,Successful,In_App,No,None,No,Medium,FreshFoods,POS_Terminal,WINTER25,1.2.0,734,Oakridge
T07915,24-09-2025 13:35:29,001264,24-10-2004,Male,Retail,CozyCafe,Control,QR_Payment,None,None,None,206.42,Successful,Online,No,None,No,Low,CozyCafe,POS_Terminal,WINTER25,3.0.0,652,Stonebridge
T07916,09-07-2024 14:09:52,001188,26-08-2007,Male,Government Services,Citizens Service Center,Control,Cryptocurrency,None,None,None,316.99,Successful,In_App,Yes,Ethereum,No,Medium,Citizens Service Center,Computer,SUMMER24,3.1.0,284,Oakridge
T07917,16-10-2024 05:05:17,001079,02-09-1978,Female,Retail,GadgetHouse,Control,Card,Visa,Debit,None,404.34,Successful,Online,No,None,No,Medium,GadgetHouse,POS_Terminal,SUMMER24,3.1.0,782,Eastmoor
T07918,15-05-2025 00:22:54,000997,22-01-1945,Male,Retail,GlobalMart,Trial,Card,Mastercard,Credit,None,121.85,Successful,In_Store,No,None,No,Medium,GlobalMart,Mobile,WINTER25,2.1.0,710,Black Lake
T07919,09-02-2024 14:03:03,001547,05-07-2007,Male,Government Services,Municipal Services Office,Trial,Cryptocurrency,None,None,None,314.81,Successful,In_App,Yes,Other,No,Low,Municipal Services Office,Laptop,SUMMER24,3.2.1,333,Black Lake
T07920,06-08-2024 14:25:43,000100,20-08-1975,Female,Retail,ActiveSports,Control,QR_Payment,None,None,None,369.59,Successful,Online,No,None,No,Low,ActiveSports,POS_Terminal,SUMMER24,1.2.0,332,Stonebridge
T07921,15-10-2024 18:14:41,000335,01-07-1981,Female,Retail,SparkleJewels,Control,Cryptocurrency,None,None,None,114.78,Successful,In_Store,No,Bitcoin,No,Low,SparkleJewels,Computer,WINTER25,2.2.0,861,Westhaven
T07922,08-12-2025 11:06:11,000523,19-11-1967,Female,Government Services,Public Housing Office,Trial,Cryptocurrency,None,None,None,176.74,Successful,In_Store,Yes,Bitcoin,No,Low,Public Housing Office,POS_Terminal,WINTER25,1.2.0,328,Westhaven
T07923,06-09-2025 15:38:33,000925,08-08-1972,Male,Retail,StyleCorner,Trial,Digital_Wallet,None,None,Wish,109.65,Successful,In_App,No,None,No,Low,StyleCorner,Laptop,SUMMER24,2.0.0,729,Riverton
T07924,20-03-2024 01:01:20,001184,24-10-1957,Prefer not to say,Retail,TrendyWear,Control,Cryptocurrency,None,None,None,262.37,Successful,In_App,No,Ethereum,No,Medium,TrendyWear,Mobile,SUMMER24,2.2.0,129,Eastmoor
T07925,10-06-2025 18:48:43,001800,08-04-1994,Female,Government Services,City Council Office,Control,QR_Payment,None,None,None,134.67,Successful,Online,Yes,None,No,Low,City Council Office,POS_Terminal,WINTER25,2.2.0,967,Oakridge
