Transaction_Timestamp,MonthPeriod,Sector,Payment_Method,Transaction_Channel,Payment_Group,Transaction_Amount_GBP,Payment_Status,Customer_Segment,Device_Type,DayOfWeek,DayOfWeekNum,Hour,Quarter,Location
2024-11-21 17:02:33,2024-11,Retail,Virtual_Card,In_App,Mobile/Digital Payment,252.45,Successful,Medium,Laptop,Thursday,3,17,4,Brandybrug
2025-08-02 09:34:12,2025-08,Government Services,Virtual_Card,Online,Mobile/Digital Payment,317.03,Successful,Medium,POS_Terminal,Saturday,5,9,3,Stonebridge
2024-06-13 06:22:58,2024-06,Government Services,Digital_Wallet,In_Store,Mobile/Digital Payment,101.58,Successful,Medium,Mobile,Thursday,3,6,2,Riverton
2024-01-23 03:22:56,2024-01,Retail,QR_Payment,In_App,Mobile/Digital Payment,396.19,Successful,Medium,POS_Terminal,Tuesday,1,3,1,Johnsville
2025-05-24 21:21:55,2025-05,Government Services,Card,In_App,Card/Bank Payment,319.37,Successful,Medium,Computer,Saturday,5,21,2,Fairview
2024-12-02 09:18:39,2024-12,Telecom,Cryptocurrency,In_App,Mobile/Digital Payment,388.41,Successful,Low,Laptop,Monday,0,9,4,Westhaven
2025-04-14 18:06:40,2025-04,Government Services,Digital_Wallet,In_Store,Mobile/Digital Payment,5.42,Successful,Low,POS_Terminal,Monday,0,18,2,Westhaven
2024-01-13 18:37:31,2024-01,Government Services,Card,Online,Card/Bank Payment,275.45,Successful,Low,Computer,Saturday,5,18,1,Fairview
2024-02-09 13:32:26,2024-02,Retail,Card,Online,Card/Bank Payment,432.8,Successful,High,Laptop,Friday,4,13,1,Johnsville
2025-12-18 14:08:49,2025-12,Retail,Cryptocurrency,In_App,Mobile/Digital Payment,10.14,Successful,Low,Laptop,Thursday,3,14,4,Stonebridge
2024-09-28 14:30:29,2024-09,Government Services,Cryptocurrency,In_App,Mobile/Digital Payment,294.69,Successful,Low,POS_Terminal,Saturday,5,14,3,Kingsport
2025-04-11 17:34:25,2025-04,Retail,Card,Online,Card/Bank Payment,55.39,Successful,Medium,Computer,Friday,4,17,2,Black Lake
2024-03-14 09:39:06,2024-03,Retail,Virtual_Card,In_App,Mobile/Digital Payment,477.51,Successful,Low,Mobile,Thursday,3,9,1,Eastmoor
2024-11-16 18:55:40,2024-11,Retail,Virtual_Card,In_App,Mobile/Digital Payment,337.98,Successful,Low,Laptop,Saturday,5,18,4,Stonebridge
2025-08-23 09:15:29,2025-08,Retail,QR_Payment,In_App,Mobile/Digital Payment,322.32,Successful,Low,POS_Terminal,Saturday,5,9,3,Kingsport
2024-01-07 04:04:21,2024-01,Retail,Card,In_App,Card/Bank Payment,121.23,Successful,Low,Computer,Sunday,6,4,1,Oakridge
2025-05-14 22:53:02,2025-05,Retail,QR_Payment,In_App,Mobile/Digital Payment,26.3,Successful,Medium,Computer,Wednesday,2,22,2,Johnsville
2025-10-21 14:31:47,2025-10,Government Services,Cryptocurrency,In_App,Mobile/Digital Payment,484.72,Successful,Medium,POS_Terminal,Tuesday,1,14,4,Kingsport
2025-11-26 22:31:43,2025-11,Government Services,Card,Online,Card/Bank Payment,24.32,Successful,Low,Laptop,Wednesday,2,22,4,Riverton
2025-10-23 21:55:56,2025-10,Government Services,Virtual_Card,In_Store,Mobile/Digital Payment,4.54,Successful,High,Mobile,Thursday,3,21,4,Black Lake
2024-08-08 16:58:05,2024-08,Government Services,Digital_Wallet,In_Store,Mobile/Digital Payment,339.26,Successful,Low,Mobile,Thursday,3,16,3,Kingsport
2024-05-09 13:22:40,2024-05,Retail,Card,In_Store,Card/Bank Payment,125.33,Successful,Low,POS_Terminal,Thursday,3,13,2,Eastmoor
2024-06-09 13:50:42,2024-06,Retail,Digital_Wallet,In_Store,Mobile/Digital Payment,283.65,Successful,Low,Laptop,Sunday,6,13,2,Kingsport
2024-04-22 05:11:24,2024-04,Retail,Digital_Wallet,In_Store,Mobile/Digital Payment,363.8,Successful,Medium,Laptop,Monday,0,5,2,Kingsport
2024-03-04 19:05:52,2024-03,Government Services,Cryptocurrency,In_Store,Mobile/Digital Payment,379.14,Successful,Medium,POS_Terminal,Monday,0,19,1,Stonebridge
2024-01-06 19:33:23,2024-01,Retail,Cryptocurrency,Online,Mobile/Digital Payment,405.17,Successful,Low,Mobile,Saturday,5,19,1,Riverton
2024-03-02 12:36:26,2024-03,Government Services,Card,Online,Card/Bank Payment,40.88,Successful,Low,Mobile,Saturday,5,12,1,Black Lake
2024-08-29 21:37:57,2024-08,Retail,Cryptocurrency,In_Store,Mobile/Digital Payment,64.65,Successful,Low,Laptop,Thursday,3,21,3,Westhaven
2025-07-02 22:03:18,2025-07,Government Services,Cryptocurrency,In_App,Mobile/Digital Payment,318.73,Successful,Medium,Mobile,Wednesday,2,22,3,Black Lake
2024-09-24 00:40:21,2024-09,Telecom,QR_Payment,In_Store,Mobile/Digital Payment,466.12,Successful,Unknown,POS_Terminal,Tuesday,1,0,3,Oakridge
2024-03-01 11:50:33,2024-03,Government Services,Virtual_Card,Online,Mobile/Digital Payment,204.88,Successful,Medium,Mobile,Friday,4,11,1,Kingsport
2025-12-15 22:36:12,2025-12,Government Services,Cryptocurrency,Online,Mobile/Digital Payment,448.32,Successful,Low,Mobile,Monday,0,22,4,Riverton
2024-10-14 02:17:19,2024-10,Government Services,QR_Payment,In_Store,Mobile/Digital Payment,329.92,Successful,Medium,Mobile,Monday,0,2,4,Stonebridge
2025-01-25 03:47:04,2025-01,Government Services,Virtual_Card,In_App,Mobile/Digital Payment,163.3,Successful,Low,Laptop,Saturday,5,3,1,Brandybrug
2025-07-16 18:51:56,2025-07,Government Services,Digital_Wallet,In_App,Mobile/Digital Payment,53.94,Successful,Medium,POS_Terminal,Wednesday,2,18,3,Riverton
2025-05-02 03:18:54,2025-05,Retail,Card,Online,Card/Bank Payment,416.95,Successful,Low,Laptop,Friday,4,3,2,Eastmoor
2025-09-29 14:42:14,2025-09,Retail,QR_Payment,Online,Mobile/Digital Payment,46.49,Successful,Medium,POS_Terminal,Monday,0,14,3,Johnsville
2024-12-28 17:11:51,2024-12,Government Services,Card,In_App,Card/Bank Payment,332.49,Successful,Medium,Computer,Saturday,5,17,4,Johnsville
2024-06-24 08:39:53,2024-06,Entertainment,Digital_Wallet,In_Store,Mobile/Digital Payment,192.1,Successful,Low,Laptop,Monday,0,8,2,Black Lake
2024-11-06 10:47:13,2024-11,Retail,Card,In_App,Card/Bank Payment,469.63,Successful,High,POS_Terminal,Wednesday,2,10,4,Johnsville
2025-06-26 22:04:42,2025-06,Government Services,Card,In_Store,Card/Bank Payment,112.09,Successful,Low,Computer,Thursday,3,22,2,Riverton
2024-03-23 17:35:23,2024-03,Government Services,Digital_Wallet,Online,Mobile/Digital Payment,240.16,Successful,Low,Computer,Saturday,5,17,1,Eastmoor
2025-02-18 15:01:57,2025-02,Government Services,Cryptocurrency,In_App,Mobile/Digital Payment,174.73,Successful,Medium,Laptop,Tuesday,1,15,1,Riverton
2025-01-03 03:11:31,2025-01,Telecom,Virtual_Card,In_App,Mobile/Digital Payment,112.3,Successful,Low,Mobile,Friday,4,3,1,Fairview
2025-09-13 06:40:18,2025-09,Government Services,Digital_Wallet,Online,Mobile/Digital Payment,170.37,Successful,Low,POS_Terminal,Saturday,5,6,3,Fairview
2024-07-02 06:33:15,2024-07,Retail,Card,In_Store,Card/Bank Payment,206.96,Successful,Low,Mobile,Tuesday,1,6,3,Brandybrug
2024-01-12 07:50:12,2024-01,Government Services,Digital_Wallet,Online,Mobile/Digital Payment,258.24,Successful,Low,Mobile,Friday,4,7,1,Eastmoor
2025-04-19 16:36:22,2025-04,Retail,Digital_Wallet,In_Store,Mobile/Digital Payment,398.15,Successful,Medium,Computer,Saturday,5,16,2,Fairview
2025-05-08 15:39:27,2025-05,Retail,Card,In_App,Card/Bank Payment,22.4,Successful,High,Laptop,Thursday,3,15,2,Black Lake
2024-05-20 20:11:14,2024-05,Government Services,Cryptocurrency,In_App,Mobile/Digital Payment,319.66,Successful,Low,Mobile,Monday,0,20,2,Oakridge
2024-06-14 20:47:10,2024-06,Retail,Virtual_Card,In_App,Mobile/Digital Payment,87.36,Successful,Low,POS_Terminal,Friday,4,20,2,Johnsville
2025-06-07 08:09:34,2025-06,Government Services,Digital_Wallet,In_App,Mobile/Digital Payment,21.51,Successful,Low,Mobile,Saturday,5,8,2,Black Lake
2025-06-11 11:03:43,2025-06,Government Services,Digital_Wallet,In_App,Mobile/Digital Payment,156.95,Successful,Low,Computer,Wednesday,2,11,2,Oakridge
2024-05-22 07:19:12,2024-05,Retail,Cryptocurrency,In_App,Mobile/Digital Payment,83.31,Successful,Low,Laptop,Wednesday,2,7,2,Westhaven
2024-12-12 01:55:30,2024-12,Retail,QR_Payment,In_App,Mobile/Digital Payment,107.36,Successful,Medium,Computer,Thursday,3,1,4,Stonebridge
2024-08-18 20:47:06,2024-08,Retail,Card,In_Store,Card/Bank Payment,324.01,Successful,High,Mobile,Sunday,6,20,3,Kingsport
2024-04-22 20:24:01,2024-04,Government Services,Cryptocurrency,Online,Mobile/Digital Payment,127.94,Successful,Medium,Mobile,Monday,0,20,2,Johnsville
2025-11-25 12:02:04,2025-11,Retail,Virtual_Card,In_Store,Mobile/Digital Payment,214.1,Successful,Low,Mobile,Tuesday,1,12,4,Westhaven
2025-03-21 07:51:51,2025-03,Government Services,Digital_Wallet,In_App,Mobile/Digital Payment,49.6,Successful,Low,Computer,Friday,4,7,1,Brandybrug
2024-01-27 06:20:06,2024-01,Government Services,Cryptocurrency,In_App,Mobile/Digital Payment,262.91,Successful,High,Computer,Saturday,5,6,1,Johnsville
2024-11-08 11:44:36,2024-11,Retail,QR_Payment,In_App,Mobile/Digital Payment,159.05,Successful,Low,POS_Terminal,Friday,4,11,4,Kingsport
2025-12-31 14:31:18,2025-12,Telecom,Virtual_Card,Online,Mobile/Digital Payment,335.41,Successful,Medium,POS_Terminal,Wednesday,2,14,4,Stonebridge
2024-11-13 15:12:59,2024-11,Retail,Digital_Wallet,In_App,Mobile/Digital Payment,297.83,Successful,Low,Computer,Wednesday,2,15,4,Kingsport
2024-02-11 19:38:49,2024-02,Retail,QR_Payment,In_App,Mobile/Digital Payment,280.08,Successful,Low,Mobile,Sunday,6,19,1,Black Lake
2024-07-28 00:00:36,2024-07,Retail,Cryptocurrency,In_Store,Mobile/Digital Payment,414.07,Successful,Low,Computer,Sunday,6,0,3,Westhaven
2025-05-20 16:48:23,2025-05,Retail,Card,In_App,Card/Bank Payment,190.83,Successful,Low,Mobile,Tuesday,1,16,2,Fairview
2024-03-31 20:28:35,2024-03,Government Services,Card,Online,Card/Bank Payment,12.66,Successful,High,Laptop,Sunday,6,20,1,Brandybrug
2024-09-28 06:15:35,2024-09,Retail,Card,Online,Card/Bank Payment,268.44,Successful,Low,Computer,Saturday,5,6,3,Black Lake
2024-08-19 14:55:52,2024-08,Government Services,QR_Payment,In_App,Mobile/Digital Payment,27.38,Successful,Low,Computer,Monday,0,14,3,Stonebridge
2024-09-03 15:45:22,2024-09,Government Services,Card,Online,Card/Bank Payment,177.53,Successful,Medium,Laptop,Tuesday,1,15,3,Westhaven
2024-03-03 12:16:06,2024-03,Retail,Cryptocurrency,In_App,Mobile/Digital Payment,382.14,Successful,High,POS_Terminal,Sunday,6,12,1,Fairview
2024-11-07 08:12:39,2024-11,Retail,Card,In_App,Card/Bank Payment,288.13,Successful,Low,Mobile,Thursday,3,8,4,Johnsville
2024-11-18 16:32:33,2024-11,Retail,Cryptocurrency,Online,Mobile/Digital Payment,453.34,Successful,High,Computer,Monday,0,16,4,Kingsport
2025-07-10 17:30:18,2025-07,Government Services,Digital_Wallet,In_Store,Mobile/Digital Payment,62.15,Successful,Low,Unknown,Thursday,3,17,3,Oakridge
2025-05-01 13:07:19,2025-05,Retail,Digital_Wallet,Online,Mobile/Digital Payment,438.43,Successful,Medium,POS_Terminal,Thursday,3,13,2,Eastmoor
2025-10-28 04:45:19,2025-10,Government Services,Cryptocurrency,In_App,Mobile/Digital Payment,207.66,Successful,Medium,Computer,Tuesday,1,4,4,Westhaven
2024-06-18 00:32:06,2024-06,Retail,Digital_Wallet,In_Store,Mobile/Digital Payment,176.65,Successful,Medium,Mobile,Tuesday,1,0,2,Fairview
2024-10-30 02:32:05,2024-10,Retail,Virtual_Card,Online,Mobile/Digital Payment,321.36,Successful,Low,Laptop,Wednesday,2,2,4,Brandybrug
2025-05-27 14:53:53,2025-05,Retail,Digital_Wallet,Online,Mobile/Digital Payment,106.44,Successful,Low,POS_Terminal,Tuesday,1,14,2,Eastmoor
2025-11-26 04:07:02,2025-11,Telecom,Cryptocurrency,In_App,Mobile/Digital Payment,119.87,Successful,Low,Computer,Wednesday,2,4,4,Eastmoor
2025-09-22 05:45:15,2025-09,Government Services,QR_Payment,In_App,Mobile/Digital Payment,258.29,Successful,Low,Computer,Monday,0,5,3,Westhaven
2025-03-22 03:20:41,2025-03,Retail,Virtual_Card,In_Store,Mobile/Digital Payment,155.36,Successful,Low,POS_Terminal,Saturday,5,3,1,Stonebridge
2024-05-04 22:02:26,2024-05,Retail,QR_Payment,In_Store,Mobile/Digital Payment,136.35,Successful,Medium,POS_Terminal,Saturday,5,22,2,Eastmoor
2024-03-18 12:58:32,2024-03,Government Services,Digital_Wallet,Online,Mobile/Digital Payment,425.75,Successful,Medium,Mobile,Monday,0,12,1,Brandybrug
2025-07-25 01:17:15,2025-07,Retail,Virtual_Card,Online,Mobile/Digital Payment,165.24,Successful,Medium,Computer,Friday,4,1,3,Stonebridge
2025-05-19 00:35:05,2025-05,Retail,QR_Payment,Online,Mobile/Digital Payment,80.52,Successful,Low,Laptop,Monday,0,0,2,Eastmoor
2024-11-22 02:30:21,2024-11,Government Services,Virtual_Card,In_Store,Mobile/Digital Payment,200.39,Successful,Medium,Laptop,Friday,4,2,4,Brandybrug
2024-08-16 18:51:33,2024-08,Retail,Card,Online,Card/Bank Payment,175.83,Successful,High,Laptop,Friday,4,18,3,Brandybrug
2025-09-26 06:34:25,2025-09,Retail,Cryptocurrency,In_App,Mobile/Digital Payment,9.74,Successful,Medium,Mobile,Friday,4,6,3,Fairview
2024-03-16 22:42:27,2024-03,Retail,Virtual_Card,In_App,Mobile/Digital Payment,234.7,Successful,Low,Mobile,Saturday,5,22,1,Eastmoor
2024-03-19 12:28:28,2024-03,Retail,Card,Online,Card/Bank Payment,228.67,Successful,Medium,POS_Terminal,Tuesday,1,12,1,Eastmoor
2025-02-03 01:50:01,2025-02,Retail,Virtual_Card,In_App,Mobile/Digital Payment,328.37,Successful,Low,POS_Terminal,Monday,0,1,1,Black Lake
2025-06-20 08:14:27,2025-06,Government Services,Digital_Wallet,Online,Mobile/Digital Payment,127.15,Successful,Medium,Computer,Friday,4,8,2,Westhaven
2024-07-22 19:42:47,2024-07,Retail,QR_Payment,Online,Mobile/Digital Payment,149.54,Successful,Medium,Mobile,Monday,0,19,3,Brandybrug
2024-02-05 23:28:17,2024-02,Government Services,QR_Payment,In_Store,Mobile/Digital Payment,375.89,Successful,Low,Laptop,Monday,0,23,1,Eastmoor
2025-07-23 07:40:36,2025-07,Retail,Virtual_Card,In_Store,Mobile/Digital Payment,104.57,Successful,Low,Computer,Wednesday,2,7,3,Kingsport
2025-11-04 15:29:50,2025-11,Government Services,Digital_Wallet,In_Store,Mobile/Digital Payment,289.71,Successful,Medium,Laptop,Tuesday,1,15,4,Johnsville
2025-07-30 09:00:47,2025-07,Retail,Virtual_Card,Online,Mobile/Digital Payment,118.03,Successful,Medium,Laptop,Wednesday,2,9,3,Stonebridge
2025-01-20 09:17:34,2025-01,Government Services,Virtual_Card,In_Store,Mobile/Digital Payment,266.79,Successful,Low,Computer,Monday,0,9,1,Westhaven
2025-11-10 20:37:31,2025-11,Government Services,Digital_Wallet,In_App,Mobile/Digital Payment,372.91,Successful,Low,Computer,Monday,0,20,4,Fairview
2024-12-18 09:22:22,2024-12,Retail,Card,In_App,Card/Bank Payment,376.76,Successful,Low,Mobile,Wednesday,2,9,4,Kingsport
2024-10-01 18:31:29,2024-10,Government Services,QR_Payment,In_App,Mobile/Digital Payment,383.73,Successful,High,Mobile,Tuesday,1,18,4,Kingsport
2025-03-04 20:54:04,2025-03,Retail,Digital_Wallet,Online,Mobile/Digital Payment,259.53,Successful,Medium,Mobile,Tuesday,1,20,1,Oakridge
2024-11-02 09:17:52,2024-11,Retail,Card,In_Store,Card/Bank Payment,112.61,Successful,High,Computer,Saturday,5,9,4,Oakridge
2024-02-22 11:47:03,2024-02,Retail,Cryptocurrency,In_Store,Mobile/Digital Payment,493.7,Successful,Medium,Computer,Thursday,3,11,1,Westhaven
2024-03-15 04:43:34,2024-03,Retail,Virtual_Card,Online,Mobile/Digital Payment,397.94,Successful,Medium,Laptop,Friday,4,4,1,Kingsport
2024-02-25 01:54:37,2024-02,Government Services,Digital_Wallet,In_App,Mobile/Digital Payment,370.57,Successful,Low,Mobile,Sunday,6,1,1,Kingsport
2024-01-22 07:12:20,2024-01,Retail,Cryptocurrency,Online,Mobile/Digital Payment,322.12,Successful,Medium,Unknown,Monday,0,7,1,Brandybrug
2024-01-07 18:26:27,2024-01,Retail,Digital_Wallet,In_Store,Mobile/Digital Payment,224.49,Successful,Low,Laptop,Sunday,6,18,1,Riverton
2025-03-09 06:46:17,2025-03,Retail,Digital_Wallet,Online,Mobile/Digital Payment,120.08,Successful,Medium,Computer,Sunday,6,6,1,Black Lake
2025-07-17 01:44:22,2025-07,Telecom,Cryptocurrency,In_Store,Mobile/Digital Payment,282.44,Successful,Medium,POS_Terminal,Thursday,3,1,3,Kingsport
2024-02-24 15:26:00,2024-02,Government Services,Digital_Wallet,In_App,Mobile/Digital Payment,323.77,Successful,Low,Mobile,Saturday,5,15,1,Stonebridge
2024-04-01 04:03:50,2024-04,Retail,Virtual_Card,Online,Mobile/Digital Payment,33.3,Successful,Low,Computer,Monday,0,4,2,Black Lake
2025-05-15 21:08:21,2025-05,Government Services,Card,Online,Card/Bank Payment,404.72,Successful,Medium,Computer,Thursday,3,21,2,Black Lake
2025-08-21 17:40:41,2025-08,Retail,Virtual_Card,In_App,Mobile/Digital Payment,270.31,Successful,Low,Mobile,Thursday,3,17,3,Kingsport
2025-01-13 23:26:11,2025-01,Retail,Digital_Wallet,In_Store,Mobile/Digital Payment,10.02,Successful,Medium,Computer,Monday,0,23,1,Eastmoor
2024-09-10 03:16:49,2024-09,Retail,QR_Payment,In_App,Mobile/Digital Payment,155.11,Successful,Unknown,Laptop,Tuesday,1,3,3,Westhaven
2025-12-12 04:25:39,2025-12,Retail,Virtual_Card,In_App,Mobile/Digital Payment,67.62,Successful,High,Mobile,Friday,4,4,4,Brandybrug
2025-07-30 13:15:39,2025-07,Government Services,QR_Payment,In_App,Mobile/Digital Payment,193.6,Successful,High,POS_Terminal,Wednesday,2,13,3,Riverton
2024-03-01 15:47:19,2024-03,Entertainment,Virtual_Card,Online,Mobile/Digital Payment,1.87,Successful,Low,POS_Terminal,Friday,4,15,1,Johnsville
2024-11-26 10:18:08,2024-11,Government Services,QR_Payment,In_App,Mobile/Digital Payment,85.91,Successful,Medium,POS_Terminal,Tuesday,1,10,4,Black Lake
2024-01-02 23:24:41,2024-01,Government Services,QR_Payment,In_Store,Mobile/Digital Payment,29.43,Successful,Low,Laptop,Tuesday,1,23,1,Stonebridge
2025-06-11 18:08:48,2025-06,Retail,Digital_Wallet,In_Store,Mobile/Digital Payment,446.78,Successful,Low,Computer,Wednesday,2,18,2,Oakridge
2025-10-18 12:49:41,2025-10,Entertainment,Virtual_Card,Online,Mobile/Digital Payment,437.4,Successful,Medium,Computer,Saturday,5,12,4,Kingsport
2024-10-04 22:30:04,2024-10,Retail,Cryptocurrency,In_App,Mobile/Digital Payment,478.89,Successful,Medium,Mobile,Friday,4,22,4,Kingsport
2025-01-20 16:37:44,2025-01,Government Services,Cryptocurrency,Online,Mobile/Digital Payment,284.85,Successful,Low,Mobile,Monday,0,16,1,Oakridge
2025-02-19 12:20:19,2025-02,Government Services,QR_Payment,Online,Mobile/Digital Payment,103.76,Successful,Unknown,Mobile,Wednesday,2,12,1,Stonebridge
2025-02-05 22:36:09,2025-02,Government Services,Card,In_Store,Card/Bank Payment,433.52,Successful,Medium,POS_Terminal,Wednesday,2,22,1,Eastmoor
2024-06-01 09:19:56,2024-06,Retail,QR_Payment,In_Store,Mobile/Digital Payment,293.67,Successful,Medium,Computer,Saturday,5,9,2,Westhaven
2024-09-11 16:05:16,2024-09,Retail,Virtual_Card,In_Store,Mobile/Digital Payment,408.67,Successful,Medium,Computer,Wednesday,2,16,3,Black Lake
2025-09-24 23:37:21,2025-09,Retail,QR_Payment,In_App,Mobile/Digital Payment,199.62,Successful,Medium,Laptop,Wednesday,2,23,3,Riverton
2025-02-28 05:10:00,2025-02,Telecom,Virtual_Card,In_App,Mobile/Digital Payment,38.17,Successful,Medium,Computer,Friday,4,5,1,Brandybrug
2025-01-23 23:58:19,2025-01,Retail,QR_Payment,Online,Mobile/Digital Payment,120.56,Successful,Medium,Laptop,Thursday,3,23,1,Oakridge
2025-02-06 18:27:23,2025-02,Entertainment,Virtual_Card,Online,Mobile/Digital Payment,79.85,Successful,Low,Laptop,Thursday,3,18,1,Fairview
2024-09-02 05:36:31,2024-09,Government Services,Digital_Wallet,Online,Mobile/Digital Payment,112.9,Successful,Medium,Mobile,Monday,0,5,3,Brandybrug
2025-03-03 16:53:58,2025-03,Retail,Card,Online,Card/Bank Payment,307.98,Successful,Low,Mobile,Monday,0,16,1,Brandybrug
2024-08-03 23:11:07,2024-08,Retail,Virtual_Card,In_App,Mobile/Digital Payment,49.27,Successful,Low,Laptop,Saturday,5,23,3,Johnsville
2025-01-25 03:46:24,2025-01,Retail,QR_Payment,In_Store,Mobile/Digital Payment,469.1,Successful,Medium,Computer,Saturday,5,3,1,Brandybrug
2024-07-01 08:44:22,2024-07,Retail,Cryptocurrency,Online,Mobile/Digital Payment,358.08,Successful,High,Mobile,Monday,0,8,3,Eastmoor
2025-02-15 01:00:51,2025-02,Government Services,Virtual_Card,Online,Mobile/Digital Payment,303.72,Successful,Low,Computer,Saturday,5,1,1,Oakridge
2024-07-13 16:46:42,2024-07,Government Services,Card,Online,Card/Bank Payment,296.61,Successful,Low,POS_Terminal,Saturday,5,16,3,Riverton
2025-06-10 15:00:01,2025-06,Retail,Card,Online,Card/Bank Payment,396.2,Successful,Medium,Computer,Tuesday,1,15,2,Westhaven
2024-11-16 01:13:01,2024-11,Retail,Card,In_App,Card/Bank Payment,480.98,Successful,Medium,Mobile,Saturday,5,1,4,Fairview
2025-02-07 15:53:28,2025-02,Telecom,Virtual_Card,Online,Mobile/Digital Payment,222.38,Successful,High,Mobile,Friday,4,15,1,Eastmoor
2025-03-19 16:14:03,2025-03,Retail,QR_Payment,Online,Mobile/Digital Payment,165.33,Successful,Medium,POS_Terminal,Wednesday,2,16,1,Riverton
2025-08-01 14:56:59,2025-08,Retail,Card,In_Store,Card/Bank Payment,439.95,Successful,Low,POS_Terminal,Friday,4,14,3,Johnsville
2024-10-15 16:15:34,2024-10,Retail,Card,In_App,Card/Bank Payment,371.79,Successful,Medium,Laptop,Tuesday,1,16,4,Johnsville
2024-05-04 14:14:30,2024-05,Government Services,Digital_Wallet,In_App,Mobile/Digital Payment,84.91,Successful,Low,Laptop,Saturday,5,14,2,Eastmoor
2024-01-28 10:21:18,2024-01,Government Services,Card,In_App,Card/Bank Payment,354.3,Successful,Medium,Laptop,Sunday,6,10,1,Kingsport
2024-04-09 12:50:28,2024-04,Entertainment,Digital_Wallet,Online,Mobile/Digital Payment,360.03,Successful,Low,Laptop,Tuesday,1,12,2,Westhaven
2024-02-13 14:51:41,2024-02,Retail,Cryptocurrency,In_Store,Mobile/Digital Payment,94.84,Successful,Low,POS_Terminal,Tuesday,1,14,1,Brandybrug
2024-05-22 00:47:34,2024-05,Retail,QR_Payment,Online,Mobile/Digital Payment,364.61,Successful,High,Mobile,Wednesday,2,0,2,Brandybrug
2024-05-10 06:41:06,2024-05,Retail,Cryptocurrency,In_App,Mobile/Digital Payment,428.04,Successful,High,Mobile,Friday,4,6,2,Stonebridge
2024-09-18 18:52:04,2024-09,Government Services,QR_Payment,In_App,Mobile/Digital Payment,232.05,Successful,High,Mobile,Wednesday,2,18,3,Oakridge
2024-08-16 21:23:03,2024-08,Retail,QR_Payment,In_App,Mobile/Digital Payment,215.42,Successful,Medium,POS_Terminal,Friday,4,21,3,Eastmoor
2025-11-08 12:38:13,2025-11,Government Services,Cryptocurrency,Online,Mobile/Digital Payment,453.23,Successful,Low,Computer,Saturday,5,12,4,Brandybrug
2025-07-03 00:07:19,2025-07,Government Services,QR_Payment,In_Store,Mobile/Digital Payment,240.13,Successful,Low,Mobile,Thursday,3,0,3,Brandybrug
2024-11-25 09:14:29,2024-11,Government Services,Card,In_App,Card/Bank Payment,112.78,Successful,Low,Laptop,Monday,0,9,4,Black Lake
2024-07-19 07:49:51,2024-07,Government Services,Digital_Wallet,In_Store,Mobile/Digital Payment,498.7,Successful,Medium,POS_Terminal,Friday,4,7,3,Black Lake
2024-12-24 10:26:57,2024-12,Retail,Cryptocurrency,In_App,Mobile/Digital Payment,255.58,Successful,Medium,Mobile,Tuesday,1,10,4,Brandybrug
2024-02-19 03:53:48,2024-02,Retail,Card,Online,Card/Bank Payment,99.78,Successful,Low,Computer,Monday,0,3,1,Kingsport
2024-04-04 16:06:36,2024-04,Retail,Virtual_Card,Online,Mobile/Digital Payment,281.57,Successful,Low,POS_Terminal,Thursday,3,16,2,Eastmoor
2024-08-14 07:58:07,2024-08,Retail,Virtual_Card,In_App,Mobile/Digital Payment,375.27,Successful,High,Computer,Wednesday,2,7,3,Riverton
2024-04-21 08:20:42,2024-04,Retail,Digital_Wallet,Online,Mobile/Digital Payment,2.03,Successful,Low,Computer,Sunday,6,8,2,Westhaven
2024-08-01 21:57:41,2024-08,Government Services,Digital_Wallet,Online,Mobile/Digital Payment,432.45,Successful,Low,Laptop,Thursday,3,21,3,Riverton
2024-08-23 22:57:57,2024-08,Government Services,Card,In_Store,Card/Bank Payment,386.24,Successful,Low,POS_Terminal,Friday,4,22,3,Kingsport
2025-01-27 07:54:41,2025-01,Retail,Card,In_Store,Card/Bank Payment,408.24,Successful,Medium,Laptop,Monday,0,7,1,Eastmoor
2025-04-18 11:00:51,2025-04,Entertainment,Digital_Wallet,In_Store,Mobile/Digital Payment,165.41,Successful,Medium,Mobile,Friday,4,11,2,Kingsport
2025-10-02 05:43:26,2025-10,Government Services,Cryptocurrency,In_Store,Mobile/Digital Payment,396.93,Successful,Low,Computer,Thursday,3,5,4,Kingsport
2025-12-03 16:09:17,2025-12,Government Services,Cryptocurrency,In_App,Mobile/Digital Payment,243.03,Successful,Low,Laptop,Wednesday,2,16,4,Stonebridge
2024-04-30 21:43:24,2024-04,Retail,Cryptocurrency,In_App,Mobile/Digital Payment,37.03,Successful,Low,Mobile,Tuesday,1,21,2,Westhaven
2024-03-26 13:28:39,2024-03,Retail,Card,In_App,Card/Bank Payment,99.82,Successful,Low,Computer,Tuesday,1,13,1,Eastmoor
2024-09-06 03:53:11,2024-09,Retail,Digital_Wallet,In_App,Mobile/Digital Payment,215.59,Successful,Medium,Computer,Friday,4,3,3,Westhaven
2025-05-24 00:12:31,2025-05,Telecom,Digital_Wallet,In_App,Mobile/Digital Payment,460.7,Successful,Medium,Computer,Saturday,5,0,2,Johnsville
2025-07-09 21:17:28,2025-07,Government Services,QR_Payment,In_Store,Mobile/Digital Payment,253.92,Successful,Medium,POS_Terminal,Wednesday,2,21,3,Johnsville
